urls,status_code
 https://www.desss.com/litigation-coding-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/electronic-discovery-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/web-repository-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/managed-IT-services-outsourcing-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/transcription-services-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/staffing-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/contract-staffing-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/direct-hire-staffing-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/direct-hire-placement-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/Contract-to-perm-staffing-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/full-time-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/partnerships-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/oracle-technology-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/opensource-technology-solution-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/networking-services-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/corporate-identity-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/media-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/illustration-design-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/advertisement-design-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/template-design-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/website-design-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/java-script-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/web-hosting-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/os-commerce-ecommerce-website-design-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/peoplesoft-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/product-development-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/google-adwords-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/best-responsive-web-design-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/soap-xml-web-services-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/virtualization-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/dev-express-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/c-plus-plus-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/visual-foxpro-migration-vfp-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/project-management-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/network-admin-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/ecommerce-web-development-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/sql-server-reporting-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/mysql-database-server-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/informatica-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/actuate-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/micro-strategy-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/oracle-obiee-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/web-portal-development-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/spanish-english-translation-consulting-advisory-companyl.html ,NOT OK: HTTP response code 403
 https://www.desss.com/french-english-translation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/chinese-english-translation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/german-english-translation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/legal-document-translation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/partnership-deed-translation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/share-certificate-translation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/marketing-translation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/pr-translation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/technical-translation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/financial-translation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/medical-translation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/pharmaceutical-translation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/science-translation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/business-economics-translation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/insurance-translation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/birth-certificate-translation-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/portfolio.php ,NOT OK: HTTP response code 403
 https://www.desss.com/sharepoint-solutions-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/ ,NOT OK: HTTP response code 403
 https://www.desss.com/android-application-app-development-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/android-game-development-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/apple-iphone-game-development-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/ipad-game-development-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/windows-mobile-application-development-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/application-development-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/application-integration-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/agile-development-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/enterprise-mobility-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/business-analytics-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/cloud-consulting-advisory-company.html ,NOT OK: HTTP response code 403
